# ID,label,height,mean_z,std_z,root_density,area,shape_index,circularity,elongation_xy,slenderness,rectangularity,footprint_density,bbox_volume,point_density_3d,lower_fraction,middle_fraction,upper_fraction,top_roughness,linearity,planarity,sphericity,anisotropy,curvature
 92.000000,  0.000000,  7.380001, 16.714268,  1.524123,  0.000373,287.628418,  4.296980,  0.806687,  1.222420,  0.358078,  0.827745, 37.242493,2564.434570,  4.177139,  0.198562,  0.267737,  0.533701,  0.179693,  0.391882,  0.382094,  0.225993,  0.773976,  0.123219
 93.000000,  0.000000,  5.450000, 10.085819,  0.843307,  0.002435,110.274124,  2.632849,  0.789930,  1.610338,  0.389008,  0.904724, 33.516472,664.284119,  5.563884,  0.002976,  0.402597,  0.594426,  0.051268,  0.596390,  0.396372,  0.007210,  0.992763,  0.005111
 94.000000,  0.000000,  3.300000,  6.466081,  0.512409,  0.001880, 54.433784,  1.812333,  0.758259,  1.694151,  0.334686,  0.948568, 19.546680,189.371109,  5.618597,  0.030075,  0.108083,  0.861842,  0.041579,  0.516449,  0.379561,  0.103973,  0.896010,  0.065495
 95.000000,  0.000000,  4.340000, 13.514893,  0.539070,  0.000646,238.023407,  3.921336,  0.811818,  1.487273,  0.212225,  0.846493, 32.517807,1220.354614,  6.342419,  0.018346,  0.277261,  0.704393,  0.115583,  0.084965,  0.742912,  0.172075,  0.827877,  0.082449
 96.000000,  0.000000,  8.219999, 11.633912,  1.715349,  0.000470,223.762070,  3.954003,  0.878006,  1.084570,  0.489286,  0.859857, 38.009121,2139.104736,  3.975962,  0.055262,  0.421752,  0.522986,  0.295032,  0.193555,  0.735886,  0.070517,  0.929441,  0.037571
 97.000000,  0.000000,  7.080001, 18.498045,  1.626333,  0.002140,163.758835,  3.237812,  0.804468,  1.083149,  0.480978,  0.818611, 34.245480,1416.317017,  3.959565,  0.170649,  0.135164,  0.694187,  0.093936,  0.215601,  0.703172,  0.081188,  0.918773,  0.043519
 98.000000,  0.000000,  7.770000,  9.096230,  1.735823,  0.000456,450.635071,  5.354437,  0.799489,  2.065059,  0.244801,  0.923727, 38.905094,3790.549561,  4.625187,  0.281086,  0.277264,  0.441650,  0.311180,  0.281408,  0.648610,  0.069959,  0.930018,  0.039115
 99.000000,  0.000000,  8.360001,  9.443561,  0.973970,  0.001359,162.834488,  3.245923,  0.813093,  1.402917,  0.543209,  0.964496, 40.667061,1411.406128,  4.691775,  0.049532,  0.732105,  0.218363,  0.346154,  0.830594,  0.082674,  0.086724,  0.913269,  0.069041
100.000000,  1.000000,  1.250000, 13.877399,  0.240101,  0.013333,  8.864939,  0.718043,  0.730863,  2.126037,  0.247035,  0.736117, 16.920570, 15.053530,  9.964434,  0.033333,  0.493333,  0.473333,  0.021860,  0.692059,  0.282662,  0.025269,  0.974721,  0.018953
101.000000,  1.000000,  1.509999, 12.023093,  0.267737,  0.009375, 10.282885,  0.780356,  0.744186,  2.294359,  0.284906,  0.839901, 31.119642, 18.486858, 17.309584,  0.028125,  0.415625,  0.556250,  0.021737,  0.435810,  0.527847,  0.036311,  0.963658,  0.022688
102.000000,  1.000000,  1.690000, 14.220724,  0.375048,  0.007481, 11.173474,  0.817287,  0.751227,  2.230131,  0.317073,  0.877133, 35.888535, 21.528254, 18.626677,  0.057357,  0.396509,  0.546135,  0.016842,  0.381781,  0.543953,  0.074229,  0.925734,  0.043860
103.000000,  1.000000,  1.250000,  8.070475,  0.306716,  0.012658,  9.251161,  0.754075,  0.772401,  2.177007,  0.254064,  0.832003, 34.157841, 13.898915, 22.735571,  0.170886,  0.294304,  0.534810,  0.019605,  0.322852,  0.648456,  0.028655,  0.971309,  0.016799
104.000000,  1.000000,  1.380000,  4.681361,  0.323877,  0.008876, 12.529373,  0.802914,  0.646575,  2.726062,  0.220095,  0.868818, 26.976587, 19.901199, 16.983892,  0.213018,  0.505917,  0.281065,  0.025359,  0.156543,  0.600998,  0.242420,  0.757541,  0.116222
105.000000,  1.000000,  0.960000, 12.880516,  0.207569,  0.009677,  9.094711,  0.749276,  0.775721,  1.807073,  0.209150,  0.780083, 34.085705, 11.192295, 27.697601,  0.070968,  0.529032,  0.400000,  0.018800,  0.206656,  0.750880,  0.042422,  0.957536,  0.023109
106.000000,  1.000000,  1.150000,  7.415563,  0.289460,  0.012500,  8.191019,  0.647230,  0.642673,  2.562176,  0.223300,  0.791280, 19.533566, 11.904341, 13.440465,  0.056250,  0.231250,  0.712500,  0.023706,  0.708439,  0.270815,  0.020730,  0.979253,  0.015797
107.000000,  1.000000,  1.090000,  5.444791,  0.204185,  0.005952,  8.391597,  0.727594,  0.792764,  1.654124,  0.247727,  0.716985, 40.040005, 12.757361, 26.337715,  0.020833,  0.601190,  0.377976,  0.015265,  0.370176,  0.579692,  0.050097,  0.949867,  0.029822
108.000000,  1.000000,  1.470000,  5.548744,  0.319932,  0.026178,  6.291587,  0.618503,  0.764073,  2.052341,  0.375001,  0.840317, 30.357950, 11.006111, 17.353981,  0.073298,  0.314136,  0.612565,  0.015140,  0.575133,  0.394024,  0.030818,  0.969156,  0.021171
109.000000,  1.000000,  0.990000,  6.598358,  0.236855,  0.007463,  7.174182,  0.658134,  0.758694,  1.354833,  0.235714,  0.551010, 37.356125, 12.889842, 20.791550,  0.089552,  0.451493,  0.458955,  0.018829,  0.144139,  0.816617,  0.039201,  0.960755,  0.020686
110.000000,  1.000000,  1.690000,  7.205996,  0.330306,  0.005859, 14.894934,  0.919490,  0.713289,  2.546863,  0.259203,  0.892384, 34.374081, 28.208055, 18.150837,  0.195312,  0.552734,  0.251953,  0.051272,  0.593366,  0.270801,  0.135811,  0.864167,  0.088050
111.000000,  1.000000,  1.120000,  7.727479,  0.214722,  0.013550, 10.330044,  0.787983,  0.755339,  2.440895,  0.208566,  0.874390, 35.721016, 13.231671, 27.887613,  0.035230,  0.582656,  0.382114,  0.015954,  0.373672,  0.593132,  0.033159,  0.966804,  0.019982
112.000000,  1.000000,  1.560000,  6.036845,  0.323806,  0.017857,  8.304118,  0.674134,  0.687718,  2.707467,  0.306483,  0.867808, 20.230902, 14.927736, 11.254210,  0.023810,  0.375000,  0.601190,  0.023799,  0.716019,  0.239177,  0.044791,  0.955196,  0.033709
113.000000,  1.000000,  1.000000,  6.335734,  0.260326,  0.006826,  9.624326,  0.774109,  0.782428,  1.991691,  0.208333,  0.831976, 30.443659, 11.568025, 25.328417,  0.109215,  0.324232,  0.566553,  0.011486,  0.489485,  0.495322,  0.015159,  0.984806,  0.009936
114.000000,  1.000000,  1.330000,  6.654289,  0.289162,  0.007229, 13.890103,  0.910696,  0.750330,  2.173430,  0.225806,  0.870206, 29.877365, 21.229258, 19.548485,  0.045783,  0.489157,  0.465060,  0.036131,  0.358904,  0.524338,  0.116729,  0.883242,  0.066406
115.000000,  1.000000,  1.379999, 12.698275,  0.293211,  0.017606,  8.174578,  0.681359,  0.713670,  2.271783,  0.311512,  0.946298, 34.741810, 11.921084, 23.823317,  0.084507,  0.440141,  0.475352,  0.027381,  0.535820,  0.420949,  0.043199,  0.956769,  0.028659
116.000000,  1.000000,  1.430000,  4.970537,  0.276848,  0.016529,  5.602894,  0.596308,  0.797517,  1.853394,  0.403953,  0.828654, 43.191883,  9.668846, 25.028814,  0.396694,  0.454545,  0.148760,  0.104515,  0.428995,  0.381072,  0.189897,  0.810067,  0.107843
117.000000,  1.000000,  1.090000,  8.664899,  0.228479,  0.010135,  8.626587,  0.706253,  0.726596,  2.291063,  0.223360,  0.829924, 34.312485, 11.329921, 26.125492,  0.037162,  0.557432,  0.405405,  0.017889,  0.087520,  0.880185,  0.032253,  0.967705,  0.016585
118.000000,  1.000000,  1.270000,  5.154104,  0.319405,  0.023121,  6.614193,  0.615635,  0.720079,  1.207314,  0.320706,  0.509223, 26.155836, 16.495773, 10.487529,  0.121387,  0.352601,  0.526012,  0.022873,  0.685263,  0.283090,  0.031629,  0.968353,  0.023492
119.000000,  1.000000,  1.030000,  7.074114,  0.206499,  0.006329,  8.184752,  0.674323,  0.698138,  2.519976,  0.204366,  0.811982, 19.304167, 10.382352, 15.218118,  0.025316,  0.424051,  0.550633,  0.013062,  0.672481,  0.303536,  0.023969,  0.976018,  0.017735
120.000000,  1.000000,  1.099999, 13.383911,  0.320487,  0.012821,  7.131599,  0.674503,  0.801663,  2.014768,  0.268948,  0.858950, 21.874445,  9.132952, 17.080988,  0.192308,  0.269231,  0.538462,  0.013593,  0.630552,  0.333569,  0.035863,  0.964122,  0.025520
121.000000,  1.000000,  1.259999,  9.034655,  0.233677,  0.031447,  7.611631,  0.649559,  0.696579,  2.532952,  0.273317,  0.907197, 20.889055, 10.571725, 15.040106,  0.012579,  0.503145,  0.484277,  0.012574,  0.628446,  0.338223,  0.033316,  0.966669,  0.023715
122.000000,  1.000000,  1.690001, 10.893312,  0.351993,  0.030120,  8.593527,  0.743342,  0.808009,  1.890283,  0.377233,  0.809371, 19.316843, 17.943634,  9.251187,  0.048193,  0.415663,  0.536145,  0.045640,  0.556264,  0.384216,  0.059506,  0.940480,  0.039585
123.000000,  1.000000,  1.240000,  7.353423,  0.242803,  0.023490,  8.722171,  0.717958,  0.742649,  2.376202,  0.248497,  0.832358, 34.165768, 12.993781, 22.934031,  0.057047,  0.587248,  0.355705,  0.020848,  0.753813,  0.224708,  0.021459,  0.978521,  0.016928
124.000000,  1.000000,  1.590000,  5.664529,  0.345309,  0.008016, 12.874988,  0.854488,  0.712648,  2.601693,  0.258958,  0.888526, 38.757290, 23.039528, 21.658421,  0.360721,  0.446894,  0.192385,  0.057394,  0.472845,  0.346485,  0.180641,  0.819330,  0.105776
125.000000,  1.000000,  1.430000, 11.000261,  0.289989,  0.018657,  7.797719,  0.694091,  0.776384,  2.067630,  0.334112,  0.880146, 34.368977, 12.669179, 21.153683,  0.041045,  0.429104,  0.529851,  0.028714,  0.570863,  0.402345,  0.026764,  0.973208,  0.018384
126.000000,  1.000000,  1.330000,  8.957899,  0.279320,  0.018116,  8.009981,  0.710713,  0.792441,  2.091349,  0.305746,  0.885281, 34.456966, 12.033760, 22.935457,  0.057971,  0.362319,  0.579710,  0.024467,  0.064880,  0.756003,  0.179074,  0.820883,  0.084702
127.000000,  1.000000,  1.330000,  8.064266,  0.260267,  0.006667, 14.689893,  0.947635,  0.768200,  2.215523,  0.212121,  0.827871, 30.633286, 23.599754, 19.067987,  0.042222,  0.648889,  0.308889,  0.018131,  0.409233,  0.541288,  0.049446,  0.950521,  0.030147
128.000000,  1.000000,  1.380000, 13.873008,  0.288650,  0.006993,  6.818894,  0.646979,  0.771396,  2.082041,  0.339901,  0.861298, 20.971111, 10.925448, 13.088696,  0.020979,  0.419580,  0.559441,  0.011254,  0.663260,  0.313738,  0.022990,  0.976997,  0.016908
129.000000,  1.000000,  1.480000,  7.115542,  0.321298,  0.014151, 10.782248,  0.788394,  0.724416,  2.446419,  0.270073,  0.878383, 39.323856, 18.167152, 23.338814,  0.150943,  0.497642,  0.351415,  0.021519,  0.508059,  0.436681,  0.055229,  0.944739,  0.035698
130.000000,  1.000000,  1.230000,  5.626708,  0.224976,  0.003106,  8.819767,  0.739872,  0.779950,  2.181828,  0.256249,  0.835211, 36.508862, 12.988700, 24.790762,  0.037267,  0.593168,  0.369565,  0.028713,  0.463968,  0.477984,  0.058014,  0.941952,  0.036395
131.000000,  1.000000,  1.300000,  5.222886,  0.254269,  0.008571,  9.883344,  0.772735,  0.759220,  1.353588,  0.265306,  0.557186, 35.413082, 23.059343, 15.178223,  0.117143,  0.577143,  0.305714,  0.036343,  0.616294,  0.353797,  0.029880,  0.970092,  0.021138
132.000000,  1.000000,  1.150000,  6.106587,  0.300301,  0.008982,  8.958344,  0.733319,  0.754342,  1.152408,  0.266820,  0.555750, 37.283638, 18.537285, 18.017733,  0.125749,  0.389222,  0.485030,  0.028230,  0.524126,  0.418889,  0.056956,  0.943015,  0.037158
133.000000,  1.000000,  1.510000, 12.737302,  0.285354,  0.009901, 10.942717,  0.804828,  0.743861,  2.302623,  0.287619,  0.914178, 36.919498, 18.074694, 22.351681,  0.027228,  0.787129,  0.185644,  0.025026,  0.251321,  0.656433,  0.092211,  0.907754,  0.050091
134.000000,  1.000000,  1.310000,  5.632063,  0.290039,  0.017483, 10.032395,  0.774425,  0.751215,  1.372604,  0.261476,  0.548623, 28.507620, 23.955328, 11.938884,  0.055944,  0.377622,  0.566434,  0.012261,  0.295438,  0.646891,  0.057633,  0.942329,  0.032706
135.000000,  1.000000,  1.660000, 13.160471,  0.296837,  0.019802, 10.764399,  0.800416,  0.747914,  2.302519,  0.302919,  0.825337, 37.531094, 21.650400, 18.660154,  0.014851,  0.591584,  0.393564,  0.019133,  0.559190,  0.378696,  0.062085,  0.937886,  0.041311
136.000000,  1.000000,  1.220000,  6.720105,  0.256858,  0.005236,  8.882236,  0.723753,  0.741087,  2.417454,  0.244979,  0.865808, 21.503569, 12.515840, 15.260651,  0.162304,  0.523560,  0.314136,  0.039084,  0.579942,  0.382470,  0.037572,  0.962412,  0.025776
137.000000,  1.000000,  1.030000,  4.626541,  0.258666,  0.022556,  7.107425,  0.659553,  0.769126,  2.244815,  0.238977,  0.858884, 18.712799,  8.523433, 15.604024,  0.165414,  0.406015,  0.428571,  0.021216,  0.693095,  0.258214,  0.048680,  0.951309,  0.035911
138.000000,  1.000000,  1.190000,  5.827501,  0.297087,  0.015306,  6.203345,  0.574487,  0.668568,  2.809801,  0.259824,  0.830939, 31.595808,  8.883886, 22.062393,  0.545918,  0.260204,  0.193878,  0.043955,  0.673110,  0.228821,  0.098045,  0.901932,  0.068808
139.000000,  1.000000,  1.480000,  9.122419,  0.312655,  0.014235,  8.529550,  0.723504,  0.771199,  2.035081,  0.318965,  0.806256, 32.944256, 15.657213, 17.946989,  0.028470,  0.444840,  0.526690,  0.019245,  0.405353,  0.551237,  0.043377,  0.956590,  0.026482
140.000000,  1.000000,  1.310000,  5.603343,  0.289760,  0.005714,  9.241943,  0.758691,  0.782667,  1.067838,  0.308235,  0.546376, 37.870781, 22.158625, 15.795197,  0.051429,  0.468571,  0.480000,  0.028517,  0.528272,  0.424212,  0.047485,  0.952485,  0.031257
141.000000,  1.000000,  0.980000,  7.684336,  0.248364,  0.027972,  7.371297,  0.664358,  0.752439,  2.028712,  0.231130,  0.831821, 19.399544,  8.684391, 16.466307,  0.097902,  0.384615,  0.517483,  0.014900,  0.687397,  0.279386,  0.033204,  0.966783,  0.024673
142.000000,  1.000000,  1.260000,  5.601046,  0.254854,  0.019608,  8.002793,  0.666401,  0.697333,  2.454986,  0.271552,  0.912556, 19.118301, 11.049742, 13.846465,  0.019608,  0.464052,  0.516340,  0.012186,  0.632917,  0.318060,  0.049008,  0.950977,  0.034608
143.000000,  1.000000,  1.850000,  5.549597,  0.421916,  0.013423,  8.743445,  0.728740,  0.763262,  2.258367,  0.391948,  0.886328, 34.082634, 18.249851, 16.328892,  0.067114,  0.315436,  0.617450,  0.032258,  0.155953,  0.794141,  0.049864,  0.950094,  0.026329
144.000000,  1.000000,  1.380000,  7.090814,  0.202734,  0.016949,  9.682364,  0.771549,  0.772602,  2.238728,  0.277665,  0.877549, 30.467735, 15.226106, 19.374607,  0.010169,  0.193220,  0.796610,  0.017391,  0.031282,  0.890331,  0.078342,  0.921614,  0.038271
145.000000,  1.000000,  1.630000,  7.232025,  0.359733,  0.018405,  6.683295,  0.621111,  0.725369,  2.336889,  0.372997,  0.817841, 24.389132, 13.320148, 12.237093,  0.036810,  0.239264,  0.723926,  0.009589,  0.738721,  0.232533,  0.028733,  0.971255,  0.022273
146.000000,  1.000000,  1.160000,  5.905504,  0.271096,  0.015504,  7.359910,  0.663259,  0.751111,  1.153615,  0.291457,  0.536005, 17.527367, 15.928004,  8.098938,  0.046512,  0.480620,  0.472868,  0.009895,  0.692885,  0.256614,  0.050490,  0.949500,  0.037191
147.000000,  1.000000,  1.809999, 13.417678,  0.369985,  0.020202, 10.052499,  0.794564,  0.789214,  2.041317,  0.366396,  0.840875, 29.544865, 21.638176, 13.725735,  0.037037,  0.191919,  0.771044,  0.015759,  0.324581,  0.661582,  0.013803,  0.986162,  0.008171
148.000000,  1.000000,  1.420000, 12.948116,  0.301201,  0.015198,  8.667937,  0.744860,  0.804349,  2.088478,  0.300847,  0.812574, 37.955933, 15.147494, 21.719749,  0.072948,  0.477204,  0.449848,  0.038772,  0.417940,  0.525244,  0.056780,  0.943184,  0.034647
149.000000,  1.000000,  1.380000,  5.973707,  0.341956,  0.018692,  8.299002,  0.703903,  0.750257,  1.180046,  0.323944,  0.539648, 38.679306, 21.222363, 15.125547,  0.105919,  0.314642,  0.579439,  0.038213,  0.688838,  0.274356,  0.036782,  0.963194,  0.027288
150.000000,  1.000000,  1.020000,  5.698220,  0.205393,  0.009709,  8.902493,  0.718762,  0.729238,  2.357141,  0.206060,  0.856424, 34.709343, 10.602847, 29.143089,  0.032362,  0.508091,  0.459547,  0.026110,  0.168765,  0.781792,  0.049411,  0.950557,  0.026274
151.000000,  1.000000,  1.220000,  5.809615,  0.259256,  0.010989,  8.849549,  0.739640,  0.776837,  2.199976,  0.252066,  0.831095, 20.565996, 12.990621, 14.010098,  0.054945,  0.538462,  0.406593,  0.018870,  0.514246,  0.424546,  0.061192,  0.938792,  0.039557
152.000000,  1.000000,  1.460000,  7.801230,  0.364158,  0.007233, 14.824497,  0.933226,  0.738250,  2.416674,  0.228840,  0.880151, 37.303093, 24.590935, 22.487953,  0.238698,  0.488246,  0.273056,  0.027328,  0.273967,  0.629785,  0.096211,  0.903751,  0.052799
153.000000,  1.000000,  1.110001, 10.605151,  0.298835,  0.015152,  6.476248,  0.595771,  0.688725,  2.313141,  0.242358,  0.714162, 20.382139, 10.065826, 13.113665,  0.166667,  0.340909,  0.492424,  0.033320,  0.862571,  0.110803,  0.026618,  0.973374,  0.022867
154.000000,  1.000000,  0.670000,  6.063491,  0.171586,  0.018868,  5.962970,  0.612261,  0.789989,  1.898549,  0.170483,  0.732995, 17.776348,  5.450498, 19.447729,  0.103774,  0.075472,  0.820755,  0.012626,  0.768922,  0.216666,  0.014401,  0.985588,  0.011563
155.000000,  1.000000,  0.980000,  9.672125,  0.245172,  0.006250,  9.003441,  0.704705,  0.693134,  1.429388,  0.197581,  0.523116, 17.770964, 16.866945,  9.486004,  0.081250,  0.475000,  0.443750,  0.012855,  0.650222,  0.321469,  0.028296,  0.971691,  0.020533
156.000000,  1.000000,  1.600000, 14.252476,  0.308540,  0.010033, 13.044206,  0.839914,  0.679614,  2.612881,  0.246913,  0.811687, 22.922037, 25.712759, 11.628464,  0.030100,  0.404682,  0.565217,  0.022034,  0.486423,  0.413226,  0.100328,  0.899649,  0.062166
157.000000,  1.000000,  1.010000,  7.102154,  0.211872,  0.019293,  9.265747,  0.752525,  0.768019,  2.353483,  0.199604,  0.851712, 33.564445, 10.987750, 28.304224,  0.041801,  0.562701,  0.395498,  0.020639,  0.337211,  0.624181,  0.038573,  0.961392,  0.022672
158.000000,  1.000000,  1.470000,  8.869338,  0.305624,  0.009934,  7.984801,  0.688867,  0.746823,  2.341824,  0.320261,  0.887555, 37.821808, 13.224693, 22.836052,  0.026490,  0.417219,  0.556291,  0.016526,  0.333844,  0.622531,  0.043587,  0.956375,  0.025494
159.000000,  1.000000,  0.850000,  6.691387,  0.237303,  0.021898,  6.551104,  0.591819,  0.671852,  2.284167,  0.195852,  0.794448, 20.912474,  7.009184, 19.545757,  0.255474,  0.065693,  0.678832,  0.029197,  0.814399,  0.170531,  0.015057,  0.984931,  0.012541
160.000000,  1.000000,  1.130000,  6.814188,  0.230602,  0.015707,  8.074955,  0.678534,  0.716496,  2.060083,  0.235415,  0.722006, 23.653353, 12.637974, 15.113171,  0.057592,  0.303665,  0.638743,  0.017122,  0.535018,  0.434444,  0.030519,  0.969462,  0.020408
161.000000,  1.000000,  1.480000,  5.951342,  0.301318,  0.015974,  9.322914,  0.746157,  0.750446,  1.230959,  0.315564,  0.521735, 33.573158, 26.446182, 11.835353,  0.028754,  0.399361,  0.571885,  0.014415,  0.397849,  0.564072,  0.038051,  0.961920,  0.023200
162.000000,  1.000000,  1.490000,  6.772861,  0.347721,  0.011086, 13.162586,  0.837497,  0.669631,  2.857762,  0.231726,  0.909804, 34.263760, 21.556555, 20.921701,  0.201774,  0.485588,  0.312639,  0.022019,  0.305216,  0.632094,  0.062657,  0.937309,  0.035653
163.000000,  1.000000,  0.490000,  6.277075,  0.065976,  0.009434,  3.440416,  0.481600,  0.847176,  1.627300,  0.187023,  0.815604, 30.810135,  2.066936, 51.283401,  0.009434,  0.179245,  0.811321,  0.018158,  0.678771,  0.311592,  0.009616,  0.990363,  0.007225
164.000000,  1.000000,  1.300000,  5.476071,  0.257669,  0.005495, 11.075933,  0.821089,  0.764910,  2.055334,  0.249999,  0.841890, 32.864021, 17.102835, 21.283010,  0.060440,  0.436813,  0.502747,  0.024170,  0.089260,  0.852477,  0.058231,  0.941737,  0.029575
165.000000,  1.000000,  1.310000, 11.881417,  0.240140,  0.029851,  7.862618,  0.663678,  0.703978,  2.634913,  0.263051,  0.835362, 17.042646, 12.330009, 10.867785,  0.014925,  0.380597,  0.604478,  0.011004,  0.831274,  0.145715,  0.023003,  0.976989,  0.019302
166.000000,  1.000000,  1.620000,  5.469039,  0.399503,  0.011299,  8.975631,  0.735344,  0.757054,  2.173501,  0.340336,  0.861021, 19.720039, 16.887526, 10.481103,  0.062147,  0.293785,  0.644068,  0.026648,  0.667145,  0.319644,  0.013198,  0.986789,  0.009805
167.000000,  1.000000,  0.980000,  5.244999,  0.206496,  0.014085,  7.384822,  0.647202,  0.712772,  1.974670,  0.209401,  0.665799, 19.228601, 10.869834, 13.063665,  0.042254,  0.535211,  0.422535,  0.013604,  0.703718,  0.268545,  0.027725,  0.972263,  0.020941
168.000000,  1.000000,  1.560000,  5.662590,  0.404964,  0.012953, 11.676819,  0.810861,  0.707585,  2.538774,  0.264855,  0.854515, 33.056919, 21.317160, 18.107470,  0.235751,  0.378238,  0.386010,  0.022835,  0.452619,  0.515942,  0.031405,  0.968560,  0.019892
169.000000,  1.000000,  1.280000,  7.426216,  0.250110,  0.005525,  9.970845,  0.775194,  0.757356,  2.283167,  0.248061,  0.855010, 36.305813, 14.926925, 24.251463,  0.035912,  0.433702,  0.530387,  0.013371,  0.291923,  0.680347,  0.027688,  0.972270,  0.015952
170.000000,  1.000000,  1.040000,  7.837321,  0.246335,  0.007547,  7.790990,  0.689240,  0.766230,  2.267683,  0.231626,  0.876367, 34.013603,  9.245696, 28.661955,  0.128302,  0.437736,  0.433962,  0.018356,  0.241951,  0.716473,  0.041538,  0.958424,  0.023082
171.000000,  1.000000,  1.180000,  7.699465,  0.264620,  0.020067, 10.034695,  0.771935,  0.746221,  2.344970,  0.219738,  0.816000, 29.796593, 14.510935, 20.605137,  0.110368,  0.448161,  0.441472,  0.028926,  0.462691,  0.462558,  0.074718,  0.925248,  0.046352
172.000000,  1.000000,  1.300000, 11.082340,  0.288462,  0.015957,  7.445431,  0.627327,  0.664216,  2.602203,  0.276008,  0.873353, 25.250351, 11.082633, 16.963463,  0.053191,  0.265957,  0.680851,  0.009551,  0.626479,  0.347662,  0.025840,  0.974140,  0.018466
173.000000,  1.000000,  1.090000,  6.298872,  0.240381,  0.007273,  7.711569,  0.689248,  0.774140,  2.151216,  0.247166,  0.853009, 35.660664,  9.854062, 27.907246,  0.090909,  0.527273,  0.381818,  0.021642,  0.481198,  0.475807,  0.042965,  0.957005,  0.027511
174.000000,  1.000000,  1.320000, 13.060928,  0.277795,  0.014286,  7.387135,  0.676725,  0.779038,  1.964108,  0.301369,  0.756301, 18.951841, 12.893031, 10.858571,  0.028571,  0.350000,  0.621429,  0.010923,  0.624560,  0.323850,  0.051577,  0.948410,  0.036144
175.000000,  1.000000,  1.200000,  5.291351,  0.303348,  0.027027,  6.042301,  0.560362,  0.653050,  1.250767,  0.297029,  0.463040, 24.493940, 15.659027,  9.451411,  0.101351,  0.425676,  0.472973,  0.013859,  0.852338,  0.109391,  0.038261,  0.961729,  0.032263
176.000000,  1.000000,  1.280001,  9.096597,  0.288683,  0.008955, 11.130192,  0.823740,  0.766106,  1.201458,  0.258585,  0.545757, 30.098286, 26.104366, 12.833097,  0.241791,  0.325373,  0.432836,  0.038556,  0.403671,  0.500758,  0.095541,  0.904429,  0.056472
177.000000,  1.000000,  1.140000,  5.873941,  0.193067,  0.007299,  9.191867,  0.742308,  0.753312,  2.345609,  0.223967,  0.832187, 29.808929, 12.591784, 21.760204,  0.018248,  0.277372,  0.704380,  0.009632,  0.362881,  0.612274,  0.024811,  0.975155,  0.014929
178.000000,  1.000000,  1.770000,  8.928671,  0.338134,  0.025316,  7.557164,  0.671176,  0.749074,  2.110543,  0.421426,  0.904177, 20.907286, 14.793748, 10.680181,  0.050633,  0.151899,  0.797468,  0.024649,  0.666166,  0.302319,  0.031496,  0.968485,  0.023069
179.000000,  1.000000,  1.220000,  5.775594,  0.231504,  0.011494,  7.927366,  0.690527,  0.755864,  2.092990,  0.271110,  0.819356, 32.923882, 11.803632, 22.111820,  0.022989,  0.371648,  0.605364,  0.014886,  0.183911,  0.795144,  0.020905,  0.979055,  0.011380
180.000000,  1.000000,  0.950000,  5.550473,  0.270201,  0.020270,  7.443401,  0.682866,  0.787246,  2.009758,  0.230582,  0.881298, 19.883356,  8.023648, 18.445452,  0.277027,  0.297297,  0.425676,  0.024004,  0.547445,  0.362922,  0.089617,  0.910367,  0.058111
181.000000,  1.000000,  1.100000,  7.633377,  0.254346,  0.007853, 11.500118,  0.831202,  0.754955,  2.236277,  0.207547,  0.915545, 33.217022, 13.817039, 27.647005,  0.057592,  0.507853,  0.434555,  0.016756,  0.074031,  0.838696,  0.087230,  0.912727,  0.043330
182.000000,  1.000000,  1.040000,  6.166316,  0.264891,  0.002924,  9.186356,  0.751904,  0.773379,  2.044255,  0.225108,  0.879826, 37.229088, 10.858737, 31.495348,  0.134503,  0.476608,  0.388889,  0.017262,  0.385469,  0.555973,  0.058522,  0.941443,  0.034980
183.000000,  1.000000,  1.480000,  9.316048,  0.332351,  0.008065, 10.473172,  0.759187,  0.691561,  2.579410,  0.268115,  0.886588, 35.519291, 17.483059, 21.277729,  0.069892,  0.395161,  0.534946,  0.029938,  0.319754,  0.602111,  0.078098,  0.921865,  0.044417
184.000000,  1.000000,  1.630000,  7.564815,  0.397986,  0.002849, 11.102008,  0.775063,  0.679959,  2.818180,  0.276739,  0.901860, 31.615873, 20.065474, 17.492725,  0.196581,  0.447293,  0.356125,  0.019846,  0.311680,  0.664079,  0.024204,  0.975759,  0.014134
185.000000,  1.000000,  1.320000,  5.315353,  0.386445,  0.008152, 13.314132,  0.870270,  0.714834,  2.320601,  0.217105,  0.835814, 27.639784, 21.026981, 17.501316,  0.252717,  0.383152,  0.364130,  0.030707,  0.112360,  0.818737,  0.068865,  0.931097,  0.035199
186.000000,  1.000000,  0.960000,  9.689816,  0.191168,  0.014706,  8.437764,  0.691411,  0.711961,  2.557898,  0.197530,  0.913770, 32.235989,  8.864640, 30.683672,  0.051471,  0.356618,  0.591912,  0.016527,  0.378925,  0.609875,  0.011169,  0.988800,  0.006843
187.000000,  1.000000,  1.110001,  9.623162,  0.223401,  0.015974, 10.712483,  0.741719,  0.645355,  2.853761,  0.183471,  0.835219, 29.218222, 14.236807, 21.985252,  0.044728,  0.670927,  0.284345,  0.014371,  0.490141,  0.410899,  0.098932,  0.901040,  0.061496
188.000000,  1.000000,  1.400000,  9.432893,  0.318404,  0.012397, 10.708712,  0.737155,  0.637662,  2.758894,  0.226536,  0.773563, 22.598402, 19.380678, 12.486657,  0.144628,  0.384298,  0.471074,  0.027183,  0.571465,  0.255073,  0.173439,  0.826538,  0.108268
